Symbiodinium52236	K00738
Symbiodinium18627	K00476
Symbiodinium23255	K03924
Symbiodinium38021	K07759
Symbiodinium28589	K19754
Symbiodinium23209	K03737
Symbiodinium40282	K20405
Symbiodinium46348	K08827
Symbiodinium54817	K10380
Symbiodinium48923	K04854
Symbiodinium54018	K03686
Symbiodinium55045	K05389
Symbiodinium25564	K22647
Symbiodinium11446	K10397
Symbiodinium35699	K03593
Symbiodinium27554	K07936
Symbiodinium55719	K07583
Symbiodinium44489	K03789
Symbiodinium13442	K05658
Symbiodinium41551	K03929
Symbiodinium55741	K06176
Symbiodinium37432	K04905
Symbiodinium20411	K22684
Symbiodinium46459	K14561
Symbiodinium61233	K04043
Symbiodinium36162	K15423
Symbiodinium8438	K14550
Symbiodinium12682	K08582
Symbiodinium31624	K00821
Symbiodinium6647	K21989
Symbiodinium42372	K09553
Symbiodinium40942	K13448
Symbiodinium11597	K10799
Symbiodinium56611	K15382
Symbiodinium23009	K13566
Symbiodinium7048	K13984
Symbiodinium18065	K15109
Symbiodinium14698	K13984
Symbiodinium47348	K26544
Symbiodinium30199	K01569
Symbiodinium57580	K21770
Symbiodinium24934	K10799
Symbiodinium9913	K02883
Symbiodinium48163	K21440
Symbiodinium52611	K01183
Symbiodinium45072	K19573
Symbiodinium34473	K01593
Symbiodinium25618	K02964
Symbiodinium46821	K05643
Symbiodinium9271	K01537
Symbiodinium14889	K01377
Symbiodinium23767	K18798
Symbiodinium40884	K04554
Symbiodinium46253	K02180
Symbiodinium50548	K21989
Symbiodinium54899	K00079
Symbiodinium29287	K09828
Symbiodinium42706	K00476
Symbiodinium55383	K21440
Symbiodinium23101	K17544
Symbiodinium25550	K19882
Symbiodinium48878	K12132
Symbiodinium17360	K10380
Symbiodinium45871	K05349
Symbiodinium24802	K17710
Symbiodinium1084	K16279
Symbiodinium48087	K14777
Symbiodinium31293	K14944
Symbiodinium41126	K19932
Symbiodinium24100	K06901
Symbiodinium5789	K00700
Symbiodinium16474	K23314
Symbiodinium50805	K19539
Symbiodinium43945	K01082
Symbiodinium9691	K13412
Symbiodinium56895	K18055
Symbiodinium34343	K19760
Symbiodinium42115	K16865
Symbiodinium12266	K16726
Symbiodinium54058	K03686
Symbiodinium26216	K10591
Symbiodinium59080	K17710
Symbiodinium13228	K18055
Symbiodinium17277	K21440
Symbiodinium42221	K06188
Symbiodinium48178	K12447
Symbiodinium42678	K03321
Symbiodinium396	K21440
Symbiodinium11800	K00556
Symbiodinium35881	K16726
Symbiodinium26538	K04417
Symbiodinium45681	K14778
Symbiodinium37890	K22686
Symbiodinium31007	K10707
Symbiodinium25863	K24706
Symbiodinium32115	K14457
Symbiodinium37123	K00821
Symbiodinium23925	K18470
Symbiodinium27223	K10380
Symbiodinium14012	K14944
Symbiodinium30984	K03236
Symbiodinium38187	K17911
Symbiodinium59367	K10614
Symbiodinium26400	K02927
Symbiodinium43998	K03834
Symbiodinium30156	K05236
Symbiodinium51209	K12132
Symbiodinium51927	K13412
Symbiodinium7907	K14944
Symbiodinium34941	K06948
Symbiodinium49899	K00967
Symbiodinium17424	K02949
Symbiodinium12837	K17609
Symbiodinium33372	K00327
Symbiodinium15234	K13184
Symbiodinium70011	K03320
Symbiodinium41008	K01208
Symbiodinium27172	K06180
Symbiodinium47278	K07555
Symbiodinium25940	K00008
Symbiodinium19255	K00545
Symbiodinium19608	K25762
Symbiodinium53537	K04730
Symbiodinium21844	K00924
Symbiodinium7057	K00837
Symbiodinium24262	K10380
Symbiodinium18769	K12823
Symbiodinium39931	K16197
Symbiodinium30847	K10798
Symbiodinium16630	K24392
Symbiodinium57550	K19496
Symbiodinium15115	K23960
Symbiodinium7888	K04874
Symbiodinium7723	K13755
Symbiodinium29486	K24842
Symbiodinium43622	K06047
Symbiodinium47081	K12199
Symbiodinium47132	K03686
Symbiodinium38567	K12323
Symbiodinium31217	K21248
Symbiodinium14314	K12483
Symbiodinium10521	K01139
Symbiodinium5209	K13354
Symbiodinium41341	K09667
Symbiodinium37411	K13293
Symbiodinium14871	K10669
Symbiodinium31682	K14802
Symbiodinium15640	K14376
Symbiodinium21082	K10799
Symbiodinium8092	K01176
Symbiodinium56050	K00922
Symbiodinium25330	K16726
Symbiodinium38297	K13239
Symbiodinium5186	K08596
Symbiodinium51433	K14510
Symbiodinium45763	K20069
Symbiodinium6562	K05539
Symbiodinium50824	K06940
Symbiodinium29811	K17086
Symbiodinium20437	K01404
Symbiodinium6542	K00059
Symbiodinium35936	K00665
Symbiodinium26616	K10380
Symbiodinium31196	K01874
Symbiodinium11321	K11744
Symbiodinium51329	K20717
Symbiodinium50101	K00011
Symbiodinium14396	K02979
Symbiodinium17559	K17285
Symbiodinium54257	K03686
Symbiodinium55314	K15026
Symbiodinium44690	K11108
Symbiodinium33598	K15255
Symbiodinium8418	K09502
Symbiodinium39372	K20661
Symbiodinium39232	K08592
Symbiodinium34005	K18059
Symbiodinium35808	K17710
Symbiodinium7658	K14835
Symbiodinium46065	K08163
Symbiodinium36305	K13979
Symbiodinium53348	K14837
Symbiodinium10171	K22127
Symbiodinium60855	K25384
Symbiodinium33273	K23909
Symbiodinium45142	K18498
Symbiodinium67402	K12440
Symbiodinium5706	K14803
Symbiodinium29235	K00826
Symbiodinium10670	K00067
Symbiodinium44592	K03686
Symbiodinium39027	K24611
Symbiodinium50381	K06917
Symbiodinium42641	K03327
Symbiodinium23044	K16777
Symbiodinium6121	K22614
Symbiodinium26609	K00600
Symbiodinium17682	K03762
Symbiodinium25433	K00699
Symbiodinium47731	K10349
Symbiodinium5979	K12590
Symbiodinium50588	K13412
Symbiodinium14648	K20365
Symbiodinium26558	K02115
Symbiodinium39595	K23966
Symbiodinium30412	K19676
Symbiodinium38144	K23539
Symbiodinium46233	K10773
Symbiodinium50119	K20242
Symbiodinium47529	K08994
Symbiodinium7863	K23929
Symbiodinium44396	K00894
Symbiodinium30817	K14338
Symbiodinium31978	K12888
Symbiodinium35064	K06634
Symbiodinium15287	K15121
Symbiodinium31456	K17616
Symbiodinium42841	K17616
Symbiodinium69382	K25709
Symbiodinium20312	K25616
Symbiodinium8816	K01165
Symbiodinium50471	K14209
Symbiodinium41862	K00472
Symbiodinium42656	K10251
Symbiodinium8157	K24205
Symbiodinium16038	K15109
Symbiodinium34925	K06269
Symbiodinium10339	K04986
Symbiodinium9723	K19947
Symbiodinium28354	K25551
Symbiodinium57418	K10380
Symbiodinium57800	K20777
Symbiodinium5064	K10591
Symbiodinium18735	K02958
Symbiodinium9065	K08269
Symbiodinium11473	K20526
Symbiodinium30493	K04482
Symbiodinium56629	K18327
Symbiodinium9561	K21552
Symbiodinium34215	K06413
Symbiodinium16497	K10858
Symbiodinium28820	K01366
Symbiodinium38959	K11161
Symbiodinium8713	K07652
Symbiodinium31585	K10380
Symbiodinium17612	K01810
Symbiodinium35027	K00766
Symbiodinium29901	K06234
Symbiodinium33779	K06188
Symbiodinium29422	K05673
Symbiodinium3720	K10799
Symbiodinium29033	K03283
Symbiodinium28482	K18059
Symbiodinium9772	K03320
Symbiodinium19783	K24745
Symbiodinium52317	K11729
Symbiodinium52522	K08738
Symbiodinium19392	K02183
Symbiodinium10594	K02183
Symbiodinium35707	K09272
Symbiodinium44502	K10408
Symbiodinium22550	K10396
Symbiodinium7424	K14819
Symbiodinium24224	K04079
Symbiodinium61085	K10380
Symbiodinium14373	K06180
Symbiodinium14972	K06180
Symbiodinium30936	K03972
Symbiodinium56350	K08957
Symbiodinium20087	K21289
Symbiodinium53568	K15190
Symbiodinium11063	K21440
Symbiodinium11566	K02925
Symbiodinium39885	K10380
Symbiodinium21984	K04373
Symbiodinium47422	K05849
Symbiodinium27680	K06911
Symbiodinium51897	K03593
Symbiodinium26082	K20222
Symbiodinium25475	K05658
Symbiodinium29066	K16290
Symbiodinium45357	K03165
Symbiodinium34314	K14396
Symbiodinium55745	K03231
Symbiodinium21227	K04437
Symbiodinium50784	K21440
Symbiodinium36388	K17911
Symbiodinium53158	K10215
Symbiodinium56094	K14648
Symbiodinium50724	K10357
Symbiodinium33827	K10393
Symbiodinium35049	K01760
Symbiodinium42727	K04905
Symbiodinium24384	K14165
Symbiodinium31718	K19682
Symbiodinium23308	K23568
Symbiodinium35902	K01379
Symbiodinium15808	K10380
Symbiodinium51104	K09560
Symbiodinium48685	K04567
Symbiodinium43740	K12132
Symbiodinium27259	K14755
Symbiodinium20106	K10359
Symbiodinium53464	K10380
Symbiodinium42707	K10799
Symbiodinium27330	K03626
Symbiodinium44014	K14004
Symbiodinium35003	K08835
Symbiodinium52151	K21456
Symbiodinium33760	K00671
Symbiodinium32781	K12035
Symbiodinium50536	K18055
Symbiodinium7626	K03105
Symbiodinium39724	K07300
Symbiodinium31553	K21734
Symbiodinium27408	K01749
Symbiodinium7573	K08798
Symbiodinium11610	K10380
Symbiodinium45895	K03189
Symbiodinium28138	K12825
Symbiodinium9347	K14439
Symbiodinium17048	K03627
Symbiodinium58320	K06180
Symbiodinium31210	K00574
Symbiodinium7941	K22443
Symbiodinium18165	K11160
Symbiodinium7002	K11426
Symbiodinium28103	K01535
Symbiodinium42820	K00310
Symbiodinium46575	K12376
Symbiodinium30545	K19681
Symbiodinium19605	K16475
Symbiodinium37665	K06685
Symbiodinium13752	K14802
Symbiodinium34228	K03065
Symbiodinium47968	K03294
Symbiodinium29415	K14328
Symbiodinium7226	K00472
Symbiodinium47785	K23404
Symbiodinium21315	K00643
Symbiodinium33823	K01069
Symbiodinium28323	K04345
Symbiodinium19411	K10808
Symbiodinium48131	K04905
Symbiodinium48319	K15027
Symbiodinium32584	K13412
Symbiodinium44647	K16900
Symbiodinium46008	K16608
Symbiodinium32956	K09667
Symbiodinium22727	K00472
Symbiodinium37768	K00933
Symbiodinium30621	K05673
Symbiodinium7448	K09667
Symbiodinium32243	K16726
Symbiodinium21772	K14772
Symbiodinium10566	K06941
Symbiodinium12162	K19755
Symbiodinium54418	K26456
Symbiodinium31846	K11323
Symbiodinium51148	K13667
Symbiodinium32461	K11518
Symbiodinium33208	K08638
Symbiodinium49388	K07881
Symbiodinium49604	K14674
Symbiodinium23404	K14809
Symbiodinium47126	K00079
Symbiodinium32796	K25553
Symbiodinium35495	K03009
Symbiodinium29970	K03782
Symbiodinium33814	K10380
Symbiodinium14542	K10799
Symbiodinium26861	K12442
Symbiodinium20702	K00010
Symbiodinium39189	K10990
Symbiodinium38474	K07399
Symbiodinium43540	K26544
Symbiodinium51228	K11971
Symbiodinium24140	K23953
Symbiodinium12761	K10392
Symbiodinium37281	K23490
Symbiodinium13920	K21806
Symbiodinium51880	K18764
Symbiodinium56562	K12132
Symbiodinium50053	K17914
Symbiodinium41690	K03015
Symbiodinium6879	K22763
Symbiodinium52177	K10768
Symbiodinium34558	K03512
Symbiodinium54269	K03125
Symbiodinium54718	K00898
Symbiodinium40079	K01210
Symbiodinium49988	K05004
Symbiodinium33082	K09578
Symbiodinium8700	K11592
Symbiodinium18206	K01247
Symbiodinium6182	K03284
Symbiodinium29056	K03841
Symbiodinium39975	K00464
Symbiodinium52896	K00816
Symbiodinium29803	K07390
Symbiodinium36502	K18561
Symbiodinium44377	K04043
Symbiodinium6845	K22767
Symbiodinium38458	K06671
Symbiodinium19	K21440
Symbiodinium56816	K22753
Symbiodinium51358	K08672
Symbiodinium29701	K01379
Symbiodinium26770	K10380
Symbiodinium7686	K15109
Symbiodinium7609	K06694
Symbiodinium38934	K13448
Symbiodinium15928	K17916
Symbiodinium29684	K05282
Symbiodinium53124	K08803
Symbiodinium35377	K14799
Symbiodinium6936	K01081
Symbiodinium51127	K10569
Symbiodinium36190	K25424
Symbiodinium18392	K01208
Symbiodinium33651	K25610
Symbiodinium33229	K08678
Symbiodinium52761	K19413
Symbiodinium6827	K24123
Symbiodinium45938	K08855
Symbiodinium42276	K04905
Symbiodinium23554	K00791
Symbiodinium10456	K03846
Symbiodinium16265	K11426
Symbiodinium26680	K16726
Symbiodinium14153	K11481
Symbiodinium18487	K03119
Symbiodinium10838	K02951
Symbiodinium45250	K03768
Symbiodinium32403	K08368
Symbiodinium46037	K12471
Symbiodinium12892	K07874
Symbiodinium31914	K01897
Symbiodinium28426	K15173
Symbiodinium32523	K04908
Symbiodinium41036	K01382
Symbiodinium24271	K05657
Symbiodinium49833	K01363
Symbiodinium7795	K01507
Symbiodinium10869	K03257
Symbiodinium44877	K05000
Symbiodinium51597	K16576
Symbiodinium20453	K11647
Symbiodinium54049	K16726
Symbiodinium7436	K10408
Symbiodinium47388	K17609
Symbiodinium32286	K10615
Symbiodinium59661	K19360
Symbiodinium30193	K23727
Symbiodinium48681	K18055
Symbiodinium16551	K02184
Symbiodinium29268	K11417
Symbiodinium27714	K01362
Symbiodinium50880	K03924
Symbiodinium51094	K03183
Symbiodinium31797	K26163
Symbiodinium5807	K11864
Symbiodinium55788	K11426
Symbiodinium53078	K14442
Symbiodinium57234	K24956
Symbiodinium32425	K03233
Symbiodinium40829	K19239
Symbiodinium16876	K03660
Symbiodinium45685	K00079
Symbiodinium14843	K12178
Symbiodinium11383	K08292
Symbiodinium32319	K03350
Symbiodinium17356	K04043
Symbiodinium26473	K04523
Symbiodinium29536	K00699
Symbiodinium48503	K01076
Symbiodinium14291	K14379
Symbiodinium7349	K07090
Symbiodinium50514	K19695
Symbiodinium25722	K04905
Symbiodinium47732	K04371
Symbiodinium51366	K14079
Symbiodinium25718	K12823
Symbiodinium25711	K00797
Symbiodinium49180	K04079
Symbiodinium39140	K13126
Symbiodinium36624	K19600
Symbiodinium34424	K04371
Symbiodinium33707	K14798
Symbiodinium15144	K11206
Symbiodinium23351	K10407
Symbiodinium6480	K05292
Symbiodinium70985	K02900
Symbiodinium26940	K04345
Symbiodinium16013	K06180
Symbiodinium19616	K21440
Symbiodinium24829	K10408
Symbiodinium43785	K08798
Symbiodinium58247	K07466
Symbiodinium27430	K12160
Symbiodinium10749	K18740
Symbiodinium37037	K00382
Symbiodinium24497	K00658
Symbiodinium10232	K16726
Symbiodinium7575	K10595
Symbiodinium15081	K01648
Symbiodinium10531	K22763
Symbiodinium52667	K10380
Symbiodinium14199	K01092
Symbiodinium47741	K24509
Symbiodinium38236	K01539
Symbiodinium1263	K21440
Symbiodinium46368	K25866
Symbiodinium28173	K03233
Symbiodinium21926	K13126
Symbiodinium50980	K01081
Symbiodinium51311	K06995
Symbiodinium29972	K01176
Symbiodinium29672	K07915
Symbiodinium34478	K25401
Symbiodinium6958	K10407
Symbiodinium9089	K05643
Symbiodinium47722	K03246
Symbiodinium22226	K04855
Symbiodinium23379	K04487
Symbiodinium34677	K02857
Symbiodinium21523	K03798
Symbiodinium36853	K03686
Symbiodinium21137	K05502
Symbiodinium29113	K02735
Symbiodinium27451	K23490
Symbiodinium43074	K00232
Symbiodinium25251	K06413
Symbiodinium33705	K00765
Symbiodinium20672	K08582
Symbiodinium38634	K01507
Symbiodinium10597	K19619
Symbiodinium41293	K10799
Symbiodinium22780	K07407
Symbiodinium51333	K08994
Symbiodinium28248	K11187
Symbiodinium43964	K11000
Symbiodinium25208	K14754
Symbiodinium30933	K02371
Symbiodinium9574	K15112
Symbiodinium12517	K00654
Symbiodinium52209	K00914
Symbiodinium29980	K09522
Symbiodinium37125	K05194
Symbiodinium16863	K14413
Symbiodinium27244	K00789
Symbiodinium60197	K18740
Symbiodinium48587	K01512
Symbiodinium28596	K08582
Symbiodinium55730	K00472
Symbiodinium41353	K10839
Symbiodinium31316	K10849
Symbiodinium38221	K14950
Symbiodinium37170	K02219
Symbiodinium58448	K10325
Symbiodinium32005	K11416
Symbiodinium10619	K15334
Symbiodinium17483	K00864
Symbiodinium52152	K03349
Symbiodinium56955	K01517
Symbiodinium32287	K12894
Symbiodinium40550	K10427
Symbiodinium19772	K01081
Symbiodinium42108	K18798
Symbiodinium50863	K17710
Symbiodinium8083	K03321
Symbiodinium48892	K25808
Symbiodinium11848	K02962
Symbiodinium42342	K07735
Symbiodinium12794	K02471
Symbiodinium14481	K10380
Symbiodinium37709	K17506
Symbiodinium31540	K25471
Symbiodinium26570	K00726
Symbiodinium50635	K17783
Symbiodinium14445	K10380
Symbiodinium31637	K01230
Symbiodinium12993	K03686
Symbiodinium52711	K15332
Symbiodinium18985	K20301
Symbiodinium31160	K12869
Symbiodinium40381	K06210
Symbiodinium37285	K12483
Symbiodinium36891	K00861
Symbiodinium30417	K13989
Symbiodinium42529	K14963
Symbiodinium41358	K01769
Symbiodinium33631	K09540
Symbiodinium22381	K16726
Symbiodinium36816	K14400
Symbiodinium33278	K03929
Symbiodinium55847	K22372
Symbiodinium16301	K07374
Symbiodinium44863	K10669
Symbiodinium47394	K20029
Symbiodinium3068	K07374
Symbiodinium7764	K15046
Symbiodinium23262	K05929
Symbiodinium15955	K20715
Symbiodinium42886	K16735
Symbiodinium34897	K17943
Symbiodinium9762	K02357
Symbiodinium41606	K07652
Symbiodinium44010	K16055
Symbiodinium11942	K03417
Symbiodinium39298	K01768
Symbiodinium53228	K04711
Symbiodinium40323	K24683
Symbiodinium37329	K24729
Symbiodinium29816	K25608
Symbiodinium40439	K26087
Symbiodinium28262	K23563
Symbiodinium48143	K04072
Symbiodinium52292	K12132
Symbiodinium43469	K05894
Symbiodinium20862	K14165
Symbiodinium60238	K16726
Symbiodinium32967	K07376
Symbiodinium14004	K07151
Symbiodinium33757	K24427
Symbiodinium49072	K01850
Symbiodinium8613	K10799
Symbiodinium29436	K07935
Symbiodinium38080	K04885
Symbiodinium19964	K15286
Symbiodinium18228	K24142
Symbiodinium6813	K14805
Symbiodinium44115	K06637
Symbiodinium27526	K08054
Symbiodinium42025	K24175
Symbiodinium44982	K19041
Symbiodinium51948	K11162
Symbiodinium9408	K03320
Symbiodinium48135	K16914
Symbiodinium44674	K13696
Symbiodinium41467	K25805
Symbiodinium43112	K13412
Symbiodinium44384	K09511
Symbiodinium35414	K05841
Symbiodinium20884	K05542
Symbiodinium51553	K05516
Symbiodinium36174	K15111
Symbiodinium46649	K10454
Symbiodinium56155	K08803
Symbiodinium42231	K14848
Symbiodinium45869	K02087
Symbiodinium59529	K10408
Symbiodinium21566	K00889
Symbiodinium33666	K00868
Symbiodinium27674	K12816
Symbiodinium18975	K10393
Symbiodinium23488	K14326
Symbiodinium10436	K05516
Symbiodinium5084	K04853
Symbiodinium45004	K01379
Symbiodinium28453	K12832
Symbiodinium39583	K13289
Symbiodinium27170	K16345
Symbiodinium11057	K03438
Symbiodinium36454	K00002
Symbiodinium8786	K06130
Symbiodinium46363	K04891
Symbiodinium21897	K03424
Symbiodinium34613	K03648
Symbiodinium46565	K00972
Symbiodinium26529	K10380
Symbiodinium17904	K21440
Symbiodinium26280	K14326
Symbiodinium31507	K05349
Symbiodinium36326	K16900
Symbiodinium40826	K20103
Symbiodinium55302	K19269
Symbiodinium42000	K24683
Symbiodinium7961	K02978
Symbiodinium38170	K01076
Symbiodinium20054	K12132
Symbiodinium47752	K21863
Symbiodinium31778	K08857
Symbiodinium28465	K15100
Symbiodinium55902	K15278
Symbiodinium50691	K10380
Symbiodinium41981	K16726
Symbiodinium34672	K14819
Symbiodinium42964	K10392
Symbiodinium53346	K07407
Symbiodinium13373	K01648
Symbiodinium32563	K01374
Symbiodinium43981	K08244
Symbiodinium50062	K07376
Symbiodinium35169	K03932
Symbiodinium10725	K00767
Symbiodinium54555	K12460
Symbiodinium34204	K03929
Symbiodinium24810	K11592
Symbiodinium17087	K06974
Symbiodinium24613	K17341
Symbiodinium26658	K00002
Symbiodinium48452	K08798
Symbiodinium37077	K11687
Symbiodinium10136	K10899
Symbiodinium38205	K03083
Symbiodinium32574	K03515
Symbiodinium53753	K16914
Symbiodinium25782	K06176
Symbiodinium26156	K06689
Symbiodinium53209	K06928
Symbiodinium30837	K03404
Symbiodinium5302	K10380
Symbiodinium3006	K13177
Symbiodinium9246	K17686
Symbiodinium35187	K12193
Symbiodinium5783	K06176
Symbiodinium20783	K03188
Symbiodinium55723	K09503
Symbiodinium33221	K10392
Symbiodinium14938	K24182
Symbiodinium12293	K03773
Symbiodinium55336	K09571
Symbiodinium11534	K00812
Symbiodinium42977	K15259
Symbiodinium33785	K06630
Symbiodinium38617	K23257
Symbiodinium8805	K03834
Symbiodinium46899	K20367
Symbiodinium34794	K12132
Symbiodinium11676	K07126
Symbiodinium27579	K07299
Symbiodinium848	K03325
Symbiodinium40500	K10455
Symbiodinium43938	K09568
Symbiodinium55922	K20101
Symbiodinium29681	K14379
Symbiodinium49363	K04951
Symbiodinium12033	K10406
Symbiodinium41147	K04771
Symbiodinium19927	K00750
Symbiodinium45459	K20367
Symbiodinium12747	K22377
Symbiodinium42335	K02154
Symbiodinium48859	K05758
Symbiodinium46943	K20028
Symbiodinium44594	K05906
Symbiodinium21845	K10380
Symbiodinium30760	K17285
Symbiodinium30848	K10380
Symbiodinium17616	K20028
Symbiodinium38765	K11744
Symbiodinium53066	K09456
Symbiodinium11587	K02978
Symbiodinium10978	K02943
Symbiodinium29771	K14411
Symbiodinium6066	K05531
Symbiodinium27370	K12625
Symbiodinium25938	K10808
Symbiodinium8998	K00002
Symbiodinium57711	K13449
Symbiodinium56630	K18669
Symbiodinium26758	K19327
Symbiodinium8625	K10364
Symbiodinium29065	K11252
Symbiodinium50799	K25476
Symbiodinium18966	K03691
Symbiodinium10663	K13448
Symbiodinium24465	K01528
Symbiodinium42738	K15223
Symbiodinium52990	K12460
Symbiodinium41952	K14558
Symbiodinium42899	K13720
Symbiodinium30788	K15030
Symbiodinium12520	K06130
Symbiodinium52971	K07756
Symbiodinium32777	K04739
Symbiodinium32614	K02537
Symbiodinium11145	K00249
Symbiodinium57477	K08794
Symbiodinium55644	K01112
Symbiodinium51444	K09480
Symbiodinium3434	K04751
Symbiodinium52387	K08582
Symbiodinium6573	K08683
Symbiodinium40931	K19612
Symbiodinium20387	K15335
Symbiodinium6183	K03321
Symbiodinium22163	K00939
Symbiodinium41971	K11855
Symbiodinium50902	K09514
Symbiodinium24390	K19603
Symbiodinium29196	K01897
Symbiodinium35993	K07889
Symbiodinium27333	K04097
Symbiodinium22422	K10380
Symbiodinium5513	K00058
Symbiodinium9848	K00476
Symbiodinium30452	K02088
Symbiodinium17072	K16726
Symbiodinium8101	K15263
Symbiodinium19171	K00671
Symbiodinium37055	K16055
Symbiodinium26871	K06180
Symbiodinium32730	K01810
Symbiodinium31923	K00939
Symbiodinium7513	K04986
Symbiodinium40310	K13412
Symbiodinium61338	K04043
Symbiodinium34035	K03715
Symbiodinium37344	K15777
Symbiodinium54979	K10277
Symbiodinium28271	K03259
Symbiodinium54756	K16889
Symbiodinium44286	K14297
Symbiodinium24226	K01689
Symbiodinium39694	K02636
Symbiodinium36686	K03235
Symbiodinium43292	K01510
Symbiodinium28066	K00281
Symbiodinium25574	K10960
Symbiodinium45482	K13956
Symbiodinium60466	K06180
Symbiodinium26147	K14713
Symbiodinium59109	K10380
Symbiodinium45729	K00010
Symbiodinium56028	K24553
Symbiodinium24583	K03978
Symbiodinium44330	K14410
Symbiodinium30757	K00434
Symbiodinium30800	K14379
Symbiodinium43434	K04043
Symbiodinium30619	K13412
Symbiodinium28520	K03741
Symbiodinium45759	K15865
Symbiodinium21295	K11971
Symbiodinium27633	K17964
Symbiodinium37312	K02183
Symbiodinium33940	K08794
Symbiodinium59634	K04955
Symbiodinium54857	K16289
Symbiodinium28349	K25439
Symbiodinium30827	K10380
Symbiodinium33857	K00797
Symbiodinium26151	K07241
Symbiodinium38973	K14963
Symbiodinium37884	K15196
Symbiodinium28646	K07953
Symbiodinium37145	K08244
Symbiodinium27329	K02973
Symbiodinium9067	K05933
Symbiodinium24054	K07151
Symbiodinium8914	K10396
Symbiodinium46554	K19513
Symbiodinium16628	K00031
Symbiodinium19188	K03043
Symbiodinium29386	K01945
Symbiodinium43857	K18482
Symbiodinium7717	K24427
Symbiodinium7886	K01365
Symbiodinium13421	K10380
Symbiodinium26261	K10477
Symbiodinium32671	K11098
Symbiodinium19531	K12460
Symbiodinium12670	K10380
Symbiodinium28058	K00058
Symbiodinium47445	K13201
Symbiodinium53054	K12824
Symbiodinium54221	K22763
Symbiodinium22865	K08654
Symbiodinium48059	K12410
Symbiodinium23451	K22848
Symbiodinium8863	K11163
Symbiodinium42901	K15111
Symbiodinium48707	K12618
Symbiodinium45860	K01176
Symbiodinium47704	K14326
Symbiodinium37491	K14947
Symbiodinium51363	K08269
Symbiodinium36879	K08568
Symbiodinium43841	K11751
Symbiodinium56490	K21918
Symbiodinium45560	K24175
Symbiodinium28783	K10412
Symbiodinium42378	K13813
Symbiodinium26341	K02540
Symbiodinium32524	K04365
Symbiodinium47696	K00574
Symbiodinium44206	K20724
Symbiodinium43738	K13354
Symbiodinium281	K07115
Symbiodinium14928	K10407
Symbiodinium10984	K08770
Symbiodinium46905	K06867
Symbiodinium55933	K16075
Symbiodinium48841	K07570
Symbiodinium33233	K13412
Symbiodinium38735	K10088
Symbiodinium26898	K19755
Symbiodinium47198	K03308
Symbiodinium69836	K02259
Symbiodinium26254	K12410
Symbiodinium21441	K06641
Symbiodinium29162	K07937
Symbiodinium22240	K10799
Symbiodinium9518	K01495
Symbiodinium21017	K04936
Symbiodinium22035	K00545
Symbiodinium52616	K13985
Symbiodinium4771	K07374
Symbiodinium27462	K02953
Symbiodinium35988	K12492
Symbiodinium32077	K20466
Symbiodinium31784	K22745
Symbiodinium22178	K14326
Symbiodinium26053	K23677
Symbiodinium35036	K14726
Symbiodinium41537	K04888
Symbiodinium45622	K13412
Symbiodinium39759	K00503
Symbiodinium11979	K02941
Symbiodinium43205	K14427
Symbiodinium13164	K04603
Symbiodinium14488	K10165
Symbiodinium27485	K03676
Symbiodinium25796	K08582
Symbiodinium20074	K14411
Symbiodinium29039	K00645
Symbiodinium42023	K22048
Symbiodinium13908	K23490
Symbiodinium6893	K14379
Symbiodinium16924	K06130
Symbiodinium60082	K10380
Symbiodinium53909	K04615
Symbiodinium28744	K09489
Symbiodinium55757	K00067
Symbiodinium10925	K09527
Symbiodinium57789	K21440
Symbiodinium45052	K08288
Symbiodinium48539	K15102
Symbiodinium9020	K21440
Symbiodinium51902	K13448
Symbiodinium30313	K14726
Symbiodinium7208	K00612
Symbiodinium70384	K17592
Symbiodinium57707	K19737
Symbiodinium13430	K00726
Symbiodinium18923	K23164
Symbiodinium16032	K03231
Symbiodinium12426	K00164
Symbiodinium41830	K26678
Symbiodinium27215	K01135
Symbiodinium31809	K17743
Symbiodinium62245	K10260
Symbiodinium14062	K08333
Symbiodinium45273	K15259
Symbiodinium43520	K08624
Symbiodinium32330	K10380
Symbiodinium38085	K06515
Symbiodinium47165	K04955
Symbiodinium42389	K15192
Symbiodinium24940	K00855
Symbiodinium40408	K09566
Symbiodinium33914	K19199
Symbiodinium47474	K08582
Symbiodinium27938	K03768
Symbiodinium37213	K00522
Symbiodinium40516	K20715
Symbiodinium44646	K10585
Symbiodinium31315	K12198
Symbiodinium41289	K04739
Symbiodinium56893	K00472
Symbiodinium18080	K10380
Symbiodinium25972	K01630
Symbiodinium23395	K04905
Symbiodinium53067	K05864
Symbiodinium28011	K03841
Symbiodinium19216	K06957
Symbiodinium38436	K10380
Symbiodinium8949	K09377
Symbiodinium33299	K03768
Symbiodinium51675	K17662
Symbiodinium6697	K03695
Symbiodinium40232	K07300
Symbiodinium34081	K05665
Symbiodinium13581	K17065
Symbiodinium7333	K24680
Symbiodinium56548	K01354
Symbiodinium32041	K08832
Symbiodinium21965	K07893
Symbiodinium34629	K08796
Symbiodinium21789	K22390
Symbiodinium37911	K19373
Symbiodinium8451	K01069
Symbiodinium36435	K05283
Symbiodinium12263	K08794
Symbiodinium23127	K14950
Symbiodinium35870	K06252
Symbiodinium8136	K01893
Symbiodinium25074	K21440
